Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2002-10-04,7.39,7.39,7.39,7.39
2002-10-07,7.43,7.43,7.43,7.43
2002-10-08,7.36,7.36,7.36,7.36
2002-10-09,7.32,7.32,7.32,7.32
2002-10-10,7.3,7.3,7.3,7.3
2002-10-14,7.29,7.29,7.29,7.29
2002-10-15,7.27,7.27,7.27,7.27
2002-10-16,7.29,7.29,7.29,7.29
2002-10-17,7.3,7.3,7.3,7.3
2002-10-18,7.31,7.31,7.31,7.31
2002-10-21,7.26,7.26,7.26,7.26
2002-10-22,7.2,7.2,7.2,7.2
2002-10-23,7.19,7.19,7.19,7.19
2002-10-24,7,7,7,7
2002-10-25,7.02,7.02,7.02,7.02
2002-10-28,6.93,6.93,6.93,6.93
2002-10-29,6.93,6.93,6.93,6.93
2002-10-30,6.79,6.79,6.79,6.79
2002-10-31,6.8,6.8,6.8,6.8
2002-11-04,6.8,6.8,6.8,6.8
2002-11-05,6.8,6.8,6.8,6.8
2002-11-06,6.79,6.79,6.79,6.79
2002-11-07,6.64,6.64,6.64,6.64
2002-11-12,6.59,6.59,6.59,6.59
2002-11-13,6.57,6.57,6.57,6.57
2002-11-14,6.54,6.54,6.54,6.54
2002-11-15,6.5,6.5,6.5,6.5
2002-11-18,6.48,6.48,6.48,6.48
2002-11-20,6.28,6.28,6.28,6.28
2002-11-21,6.34,6.34,6.34,6.34
2002-11-22,6.3,6.3,6.3,6.3
2002-11-25,6.26,6.26,6.26,6.26
2002-11-26,6.28,6.28,6.28,6.28
2002-11-27,6.3,6.3,6.3,6.3
2002-11-28,6.57,6.57,6.57,6.57
2002-11-29,6.52,6.52,6.52,6.52
2002-12-02,6.52,6.52,6.52,6.52
2002-12-03,6.53,6.53,6.53,6.53
2002-12-04,6.49,6.49,6.49,6.49
2002-12-05,6.45,6.45,6.45,6.45
2002-12-06,6.44,6.44,6.44,6.44
2002-12-09,6.46,6.46,6.46,6.46
2002-12-10,6.49,6.49,6.49,6.49
2002-12-11,6.54,6.54,6.54,6.54
2002-12-12,6.55,6.55,6.55,6.55
2002-12-13,6.58,6.58,6.58,6.58
2002-12-16,6.6,6.6,6.6,6.6
2002-12-17,6.65,6.65,6.65,6.65
2002-12-18,6.63,6.63,6.63,6.63
2002-12-19,6.65,6.65,6.65,6.65
2002-12-20,6.63,6.63,6.63,6.63
2002-12-23,6.65,6.65,6.65,6.65
2002-12-27,6.63,6.63,6.63,6.63
2002-12-30,6.62,6.62,6.62,6.62
2002-12-31,6.6,6.6,6.6,6.6
2003-01-02,6.5,6.5,6.5,6.5
2003-01-03,6.44,6.44,6.44,6.44
2003-01-06,6.45,6.45,6.45,6.45
2003-01-07,6.44,6.44,6.44,6.44
2003-01-08,6.44,6.44,6.44,6.44
2003-01-09,6.39,6.39,6.39,6.39
2003-01-10,6.42,6.42,6.42,6.42
2003-01-13,6.41,6.41,6.41,6.41
2003-01-14,6.38,6.38,6.38,6.38
2003-01-15,6.37,6.37,6.37,6.37
2003-01-16,6.31,6.31,6.31,6.31
2003-01-17,6.32,6.32,6.32,6.32
2003-01-20,6.28,6.28,6.28,6.28
2003-01-21,6.28,6.28,6.28,6.28
2003-01-22,6.24,6.24,6.24,6.24
2003-01-23,6.26,6.26,6.26,6.26
2003-01-24,6.26,6.26,6.26,6.26
2003-01-27,6.24,6.24,6.24,6.24
2003-01-28,6.25,6.25,6.25,6.25
2003-01-29,6.23,6.23,6.23,6.23
2003-01-30,6.26,6.26,6.26,6.26
2003-01-31,6.24,6.24,6.24,6.24
2003-02-03,6.24,6.24,6.24,6.24
2003-02-04,6.26,6.26,6.26,6.26
2003-02-05,6.31,6.31,6.31,6.31
2003-02-06,6.32,6.32,6.32,6.32
2003-02-07,6.28,6.28,6.28,6.28
2003-02-10,6.25,6.25,6.25,6.25
2003-02-11,6.23,6.23,6.23,6.23
2003-02-12,6.21,6.21,6.21,6.21
2003-02-13,6.21,6.21,6.21,6.21
2003-02-14,6.2,6.2,6.2,6.2
2003-02-17,6.2,6.2,6.2,6.2
2003-02-18,6.11,6.11,6.11,6.11
2003-02-19,6.11,6.11,6.11,6.11
2003-02-20,6.11,6.11,6.11,6.11
2003-02-21,6.12,6.12,6.12,6.12
2003-02-24,6.12,6.12,6.12,6.12
2003-02-25,6.09,6.09,6.09,6.09
2003-02-26,6.08,6.08,6.08,6.08
2003-02-27,6.07,6.07,6.07,6.07
2003-02-28,6.08,6.08,6.08,6.08
2003-03-03,6.1,6.1,6.1,6.1
2003-03-04,6.07,6.07,6.07,6.07
2003-03-05,6.07,6.07,6.07,6.07
2003-03-06,6.07,6.07,6.07,6.07
2003-03-07,6.05,6.05,6.05,6.05
2003-03-10,5.89,5.89,5.89,5.89
2003-03-11,5.86,5.86,5.86,5.86
2003-03-12,5.94,5.94,5.94,5.94
2003-03-13,5.99,5.99,5.99,5.99
2003-03-14,5.99,5.99,5.99,5.99
2003-03-17,5.97,5.97,5.97,5.97
2003-03-18,5.99,5.99,5.99,5.99
2003-03-19,5.97,5.97,5.97,5.97
2003-03-20,5.97,5.97,5.97,5.97
2003-03-21,5.94,5.94,5.94,5.94
2003-03-24,5.93,5.93,5.93,5.93
2003-03-25,5.92,5.92,5.92,5.92
2003-03-26,5.93,5.93,5.93,5.93
2003-03-27,5.85,5.85,5.85,5.85
2003-03-28,5.82,5.82,5.82,5.82
2003-03-31,5.81,5.81,5.81,5.81
2003-04-01,5.81,5.81,5.81,5.81
2003-04-02,5.81,5.81,5.81,5.81
2003-04-03,5.82,5.82,5.82,5.82
2003-04-04,5.8,5.8,5.8,5.8
2003-04-07,5.8,5.8,5.8,5.8
2003-04-08,5.76,5.76,5.76,5.76
2003-04-09,5.76,5.76,5.76,5.76
2003-04-10,5.75,5.75,5.75,5.75
2003-04-11,5.74,5.74,5.74,5.74
2003-04-14,5.75,5.75,5.75,5.75
2003-04-15,5.74,5.74,5.74,5.74
2003-04-16,5.75,5.75,5.75,5.75
2003-04-17,5.74,5.74,5.74,5.74
2003-04-22,5.71,5.71,5.71,5.71
2003-04-23,5.71,5.71,5.71,5.71
2003-04-24,5.73,5.73,5.73,5.73
2003-04-25,5.58,5.58,5.58,5.58
2003-04-28,5.58,5.58,5.58,5.58
2003-04-29,5.57,5.57,5.57,5.57
2003-04-30,5.55,5.55,5.55,5.55
2003-05-02,5.55,5.55,5.55,5.55
2003-05-05,5.51,5.51,5.51,5.51
2003-05-06,5.38,5.38,5.38,5.38
2003-05-07,5.4,5.4,5.4,5.4
2003-05-08,5.39,5.39,5.39,5.39
2003-05-09,5.33,5.33,5.33,5.33
2003-05-12,5.33,5.33,5.33,5.33
2003-05-13,5.31,5.31,5.31,5.31
2003-05-14,5.3,5.3,5.3,5.3
2003-05-15,5.28,5.28,5.28,5.28
2003-05-16,5.27,5.27,5.27,5.27
2003-05-19,5.28,5.28,5.28,5.28
2003-05-20,5.25,5.25,5.25,5.25
2003-05-21,5.24,5.24,5.24,5.24
2003-05-22,5.23,5.23,5.23,5.23
2003-05-23,5.21,5.21,5.21,5.21
2003-05-26,5.2,5.2,5.2,5.2
2003-05-27,5.18,5.18,5.18,5.18
2003-05-28,5.18,5.18,5.18,5.18
2003-05-29,5.19,5.19,5.19,5.19
2003-05-30,5.19,5.19,5.19,5.19
2003-06-02,5.18,5.18,5.18,5.18
2003-06-03,5.18,5.18,5.18,5.18
2003-06-04,5.17,5.17,5.17,5.17
2003-06-05,5.17,5.17,5.17,5.17
2003-06-06,5.17,5.17,5.17,5.17
2003-06-09,5.16,5.16,5.16,5.16
2003-06-10,5.16,5.16,5.16,5.16
2003-06-11,5.15,5.15,5.15,5.15
2003-06-12,5.16,5.16,5.16,5.16
2003-06-13,5.18,5.18,5.18,5.18
2003-06-16,5.16,5.16,5.16,5.16
2003-06-17,5.15,5.15,5.15,5.15
2003-06-18,5.17,5.17,5.17,5.17
2003-06-20,5.16,5.16,5.16,5.16
2003-06-23,5.18,5.18,5.18,5.18
2003-06-24,5.17,5.17,5.17,5.17
2003-06-25,5.15,5.15,5.15,5.15
2003-06-26,5.15,5.15,5.15,5.15
2003-06-27,5.16,5.16,5.16,5.16
2003-06-30,5.15,5.15,5.15,5.15
2003-07-01,5.15,5.15,5.15,5.15
2003-07-02,5.15,5.15,5.15,5.15
2003-07-03,5.14,5.14,5.14,5.14
2003-07-04,5.14,5.14,5.14,5.14
2003-07-07,5.13,5.13,5.13,5.13
2003-07-08,5.14,5.14,5.14,5.14
2003-07-09,5.15,5.15,5.15,5.15
2003-07-10,5.14,5.14,5.14,5.14
2003-07-11,5.15,5.15,5.15,5.15
2003-07-14,5.14,5.14,5.14,5.14
2003-07-15,5.15,5.15,5.15,5.15
2003-07-16,5.15,5.15,5.15,5.15
2003-07-17,5.14,5.14,5.14,5.14
2003-07-18,5.13,5.13,5.13,5.13
2003-07-21,5.13,5.13,5.13,5.13
2003-07-22,5.15,5.15,5.15,5.15
2003-07-23,5.16,5.16,5.16,5.16
2003-07-24,5.16,5.16,5.16,5.16
2003-07-25,5.17,5.17,5.17,5.17
2003-07-28,5.2,5.2,5.2,5.2
2003-07-29,5.17,5.17,5.17,5.17
2003-07-30,5.17,5.17,5.17,5.17
2003-07-31,5.14,5.14,5.14,5.14
2003-08-01,5.13,5.13,5.13,5.13
2003-08-04,5.12,5.12,5.12,5.12
2003-08-05,5.12,5.12,5.12,5.12
2003-08-06,5.11,5.11,5.11,5.11
2003-08-07,5.08,5.08,5.08,5.08
2003-08-08,5.05,5.05,5.05,5.05
2003-08-11,5.05,5.05,5.05,5.05
2003-08-12,5.05,5.05,5.05,5.05
2003-08-13,5.05,5.05,5.05,5.05
2003-08-14,5.03,5.03,5.03,5.03
2003-08-15,5.03,5.03,5.03,5.03
2003-08-18,5.04,5.04,5.04,5.04
2003-08-19,5.01,5.01,5.01,5.01
2003-08-20,5.01,5.01,5.01,5.01
2003-08-21,5,5,5,5
2003-08-22,5,5,5,5
2003-08-25,5,5,5,5
2003-08-26,4.99,4.99,4.99,4.99
2003-08-27,5,5,5,5
2003-08-28,5.08,5.08,5.08,5.08
2003-08-29,5.06,5.06,5.06,5.06
2003-09-01,5.06,5.06,5.06,5.06
2003-09-02,5.07,5.07,5.07,5.07
2003-09-03,5.04,5.04,5.04,5.04
2003-09-04,5.07,5.07,5.07,5.07
2003-09-05,5.07,5.07,5.07,5.07
2003-09-08,5.06,5.06,5.06,5.06
2003-09-09,5.06,5.06,5.06,5.06
2003-09-10,5.06,5.06,5.06,5.06
2003-09-11,5.05,5.05,5.05,5.05
2003-09-12,5.04,5.04,5.04,5.04
2003-09-15,5.05,5.05,5.05,5.05
2003-09-16,5.02,5.02,5.02,5.02
2003-09-17,5.02,5.02,5.02,5.02
2003-09-18,5.09,5.09,5.09,5.09
2003-09-19,5.11,5.11,5.11,5.11
2003-09-22,5.1,5.1,5.1,5.1
2003-09-23,5.09,5.09,5.09,5.09
2003-09-24,5.1,5.1,5.1,5.1
2003-09-25,5.11,5.11,5.11,5.11
2003-09-26,5.15,5.15,5.15,5.15
2003-09-29,5.17,5.17,5.17,5.17
2003-09-30,5.2,5.2,5.2,5.2
2003-10-01,5.21,5.21,5.21,5.21
2003-10-02,5.24,5.24,5.24,5.24
2003-10-03,5.24,5.24,5.24,5.24
2003-10-06,5.25,5.25,5.25,5.25
2003-10-07,5.25,5.25,5.25,5.25
2003-10-08,5.25,5.25,5.25,5.25
2003-10-09,5.22,5.22,5.22,5.22
2003-10-10,5.22,5.22,5.22,5.22
2003-10-13,5.21,5.21,5.21,5.21
2003-10-14,5.25,5.25,5.25,5.25
2003-10-15,5.25,5.25,5.25,5.25
2003-10-16,5.28,5.28,5.28,5.28
2003-10-17,5.3,5.3,5.3,5.3
2003-10-20,5.36,5.36,5.36,5.36
2003-10-21,5.43,5.43,5.43,5.43
2003-10-22,5.46,5.46,5.46,5.46
2003-10-23,5.47,5.47,5.47,5.47
2003-10-24,5.6,5.6,5.6,5.6
2003-10-27,5.75,5.75,5.75,5.75
2003-10-28,5.63,5.63,5.63,5.63
2003-10-29,5.61,5.61,5.61,5.61
2003-10-30,5.9,5.9,5.9,5.9
2003-10-31,5.95,5.95,5.95,5.95
2003-11-03,5.93,5.93,5.93,5.93
2003-11-04,5.8,5.8,5.8,5.8
2003-11-05,5.75,5.75,5.75,5.75
2003-11-06,5.63,5.63,5.63,5.63
2003-11-07,5.63,5.63,5.63,5.63
2003-11-10,5.71,5.71,5.71,5.71
2003-11-12,5.75,5.75,5.75,5.75
2003-11-13,5.76,5.76,5.76,5.76
2003-11-14,5.73,5.73,5.73,5.73
2003-11-17,5.72,5.72,5.72,5.72
2003-11-18,5.7,5.7,5.7,5.7
2003-11-19,5.74,5.74,5.74,5.74
2003-11-20,5.86,5.86,5.86,5.86
2003-11-21,5.91,5.91,5.91,5.91
2003-11-24,5.87,5.87,5.87,5.87
2003-11-25,5.93,5.93,5.93,5.93
2003-11-26,5.91,5.91,5.91,5.91
2003-11-27,5.96,5.96,5.96,5.96
2003-11-28,6.02,6.02,6.02,6.02
2003-12-01,6.03,6.03,6.03,6.03
2003-12-02,6.05,6.05,6.05,6.05
2003-12-03,6.1,6.1,6.1,6.1
2003-12-04,6.02,6.02,6.02,6.02
2003-12-05,6,6,6,6
2003-12-08,5.99,5.99,5.99,5.99
2003-12-09,5.96,5.96,5.96,5.96
2003-12-10,5.79,5.79,5.79,5.79
2003-12-11,5.72,5.72,5.72,5.72
2003-12-12,5.68,5.68,5.68,5.68
2003-12-15,5.68,5.68,5.68,5.68
2003-12-16,5.74,5.74,5.74,5.74
2003-12-17,5.7,5.7,5.7,5.7
2003-12-18,5.68,5.68,5.68,5.68
2003-12-19,5.67,5.67,5.67,5.67
2003-12-22,5.66,5.66,5.66,5.66
2003-12-23,5.67,5.67,5.67,5.67
2003-12-24,5.66,5.66,5.66,5.66
2003-12-29,5.66,5.66,5.66,5.66
2003-12-30,5.68,5.68,5.68,5.68
2003-12-31,5.69,5.69,5.69,5.69
2004-01-02,5.6,5.6,5.6,5.6
2004-01-05,5.6,5.6,5.6,5.6
2004-01-06,5.57,5.57,5.57,5.57
2004-01-07,5.48,5.48,5.48,5.48
2004-01-08,5.45,5.45,5.45,5.45
2004-01-09,5.45,5.45,5.45,5.45
2004-01-12,5.46,5.46,5.46,5.46
2004-01-13,5.43,5.43,5.43,5.43
2004-01-14,5.51,5.51,5.51,5.51
2004-01-15,5.56,5.56,5.56,5.56
2004-01-16,5.64,5.64,5.64,5.64
2004-01-19,5.63,5.63,5.63,5.63
2004-01-20,5.57,5.57,5.57,5.57
2004-01-21,5.5,5.5,5.5,5.5
2004-01-22,5.5,5.5,5.5,5.5
2004-01-23,5.49,5.49,5.49,5.49
2004-01-26,5.51,5.51,5.51,5.51
2004-01-27,5.57,5.57,5.57,5.57
2004-01-28,5.55,5.55,5.55,5.55
2004-01-29,5.55,5.55,5.55,5.55
2004-01-30,5.56,5.56,5.56,5.56
2004-02-02,5.57,5.57,5.57,5.57
2004-02-03,5.6,5.6,5.6,5.6
2004-02-04,5.52,5.52,5.52,5.52
2004-02-05,5.57,5.57,5.57,5.57
2004-02-06,5.63,5.63,5.63,5.63
2004-02-09,5.6,5.6,5.6,5.6
2004-02-10,5.58,5.58,5.58,5.58
2004-02-11,5.55,5.55,5.55,5.55
2004-02-12,5.55,5.55,5.55,5.55
2004-02-13,5.56,5.56,5.56,5.56
2004-02-16,5.56,5.56,5.56,5.56
2004-02-17,5.52,5.52,5.52,5.52
2004-02-18,5.53,5.53,5.53,5.53
2004-02-19,5.52,5.52,5.52,5.52
2004-02-20,5.5,5.5,5.5,5.5
2004-02-23,5.53,5.53,5.53,5.53
2004-02-24,5.5,5.5,5.5,5.5
2004-02-25,5.51,5.51,5.51,5.51
2004-02-26,5.59,5.59,5.59,5.59
2004-02-27,5.63,5.63,5.63,5.63
2004-03-01,5.64,5.64,5.64,5.64
2004-03-02,5.64,5.64,5.64,5.64
2004-03-03,5.64,5.64,5.64,5.64
2004-03-04,5.65,5.65,5.65,5.65
2004-03-05,5.64,5.64,5.64,5.64
2004-03-08,5.65,5.65,5.65,5.65
2004-03-09,5.61,5.61,5.61,5.61
2004-03-10,5.61,5.61,5.61,5.61
2004-03-11,5.6,5.6,5.6,5.6
2004-03-12,5.6,5.6,5.6,5.6
2004-03-15,5.62,5.62,5.62,5.62
2004-03-16,5.61,5.61,5.61,5.61
2004-03-17,5.6,5.6,5.6,5.6
2004-03-18,5.63,5.63,5.63,5.63
2004-03-19,5.63,5.63,5.63,5.63
2004-03-22,5.6,5.6,5.6,5.6
2004-03-23,5.6,5.6,5.6,5.6
2004-03-24,5.59,5.59,5.59,5.59
2004-03-25,5.63,5.63,5.63,5.63
2004-03-26,5.63,5.63,5.63,5.63
2004-03-29,5.62,5.62,5.62,5.62
2004-03-30,5.62,5.62,5.62,5.62
2004-03-31,5.64,5.64,5.64,5.64
2004-04-01,5.66,5.66,5.66,5.66
2004-04-02,5.73,5.73,5.73,5.73
2004-04-05,5.79,5.79,5.79,5.79
2004-04-06,5.75,5.75,5.75,5.75
2004-04-07,5.73,5.73,5.73,5.73
2004-04-08,5.82,5.82,5.82,5.82
2004-04-09,5.8,5.8,5.8,5.8
2004-04-13,5.8,5.8,5.8,5.8
2004-04-14,5.86,5.86,5.86,5.86
2004-04-15,5.98,5.98,5.98,5.98
2004-04-16,5.96,5.96,5.96,5.96
2004-04-19,5.93,5.93,5.93,5.93
2004-04-20,5.9,5.9,5.9,5.9
2004-04-21,5.95,5.95,5.95,5.95
2004-04-22,5.91,5.91,5.91,5.91
2004-04-23,5.91,5.91,5.91,5.91
2004-04-26,6,6,6,6
2004-04-27,6,6,6,6
2004-04-28,6.04,6.04,6.04,6.04
2004-04-29,6.06,6.06,6.06,6.06
2004-04-30,6.06,6.06,6.06,6.06
2004-05-04,6.13,6.13,6.13,6.13
2004-05-05,6.2,6.2,6.2,6.2
2004-05-06,6.22,6.22,6.22,6.22
2004-05-07,6.32,6.32,6.32,6.32
2004-05-10,6.25,6.25,6.25,6.25
2004-05-11,6.2,6.2,6.2,6.2
2004-05-12,6.32,6.32,6.32,6.32
2004-05-13,6.35,6.35,6.35,6.35
2004-05-14,6.28,6.28,6.28,6.28
2004-05-17,6.3,6.3,6.3,6.3
2004-05-18,6.27,6.27,6.27,6.27
2004-05-19,6.18,6.18,6.18,6.18
2004-05-20,6.19,6.19,6.19,6.19
2004-05-21,6.39,6.39,6.39,6.39
2004-05-24,6.39,6.39,6.39,6.39
2004-05-25,6.36,6.36,6.36,6.36
2004-05-26,6.35,6.35,6.35,6.35
2004-05-27,6.34,6.34,6.34,6.34
2004-05-28,6.33,6.33,6.33,6.33
2004-05-31,6.34,6.34,6.34,6.34
2004-06-01,6.34,6.34,6.34,6.34
2004-06-02,6.31,6.31,6.31,6.31
2004-06-03,6.31,6.31,6.31,6.31
2004-06-04,6.3,6.3,6.3,6.3
2004-06-07,6.21,6.21,6.21,6.21
2004-06-08,6.19,6.19,6.19,6.19
2004-06-09,6.16,6.16,6.16,6.16
2004-06-11,6.22,6.22,6.22,6.22
2004-06-14,6.24,6.24,6.24,6.24
2004-06-15,6.3,6.3,6.3,6.3
2004-06-16,6.29,6.29,6.29,6.29
2004-06-17,6.29,6.29,6.29,6.29
2004-06-18,6.29,6.29,6.29,6.29
2004-06-21,6.27,6.27,6.27,6.27
2004-06-22,6.25,6.25,6.25,6.25
2004-06-23,6.27,6.27,6.27,6.27
2004-06-24,6.21,6.21,6.21,6.21
2004-06-25,6.21,6.21,6.21,6.21
2004-06-28,6.33,6.33,6.33,6.33
2004-06-29,6.37,6.37,6.37,6.37
2004-06-30,6.41,6.41,6.41,6.41
2004-07-01,6.58,6.58,6.58,6.58
2004-07-02,6.54,6.54,6.54,6.54
2004-07-05,6.56,6.56,6.56,6.56
2004-07-06,6.56,6.56,6.56,6.56
2004-07-07,6.58,6.58,6.58,6.58
2004-07-08,6.56,6.56,6.56,6.56
2004-07-09,6.62,6.62,6.62,6.62
2004-07-12,6.72,6.72,6.72,6.72
2004-07-13,6.85,6.85,6.85,6.85
2004-07-14,6.81,6.81,6.81,6.81
2004-07-15,6.84,6.84,6.84,6.84
2004-07-16,6.88,6.88,6.88,6.88
2004-07-19,6.85,6.85,6.85,6.85
2004-07-20,6.81,6.81,6.81,6.81
2004-07-21,6.81,6.81,6.81,6.81
2004-07-22,6.81,6.81,6.81,6.81
2004-07-23,6.85,6.85,6.85,6.85
2004-07-26,6.8,6.8,6.8,6.8
2004-07-27,6.84,6.84,6.84,6.84
2004-07-28,6.87,6.87,6.87,6.87
2004-07-29,6.78,6.78,6.78,6.78
2004-07-30,6.73,6.73,6.73,6.73
2004-08-02,6.75,6.75,6.75,6.75
2004-08-03,6.75,6.75,6.75,6.75
2004-08-04,6.81,6.81,6.81,6.81
2004-08-05,6.79,6.79,6.79,6.79
2004-08-06,6.8,6.8,6.8,6.8
2004-08-09,6.78,6.78,6.78,6.78
2004-08-10,6.82,6.82,6.82,6.82
2004-08-11,6.85,6.85,6.85,6.85
2004-08-12,6.9,6.9,6.9,6.9
2004-08-13,6.9,6.9,6.9,6.9
2004-08-16,6.91,6.91,6.91,6.91
2004-08-17,6.89,6.89,6.89,6.89
2004-08-18,6.81,6.81,6.81,6.81
2004-08-19,6.78,6.78,6.78,6.78
2004-08-20,6.78,6.78,6.78,6.78
2004-08-23,6.79,6.79,6.79,6.79
2004-08-24,6.8,6.8,6.8,6.8
2004-08-25,6.81,6.81,6.81,6.81
2004-08-26,7.15,7.15,7.15,7.15
2004-08-27,7.23,7.23,7.23,7.23
2004-08-30,7.23,7.23,7.23,7.23
2004-08-31,7.25,7.25,7.25,7.25
2004-09-01,7.35,7.35,7.35,7.35
2004-09-02,7.35,7.35,7.35,7.35
2004-09-03,7.4,7.4,7.4,7.4
2004-09-06,7.4,7.4,7.4,7.4
2004-09-07,7.36,7.36,7.36,7.36
2004-09-08,7.36,7.36,7.36,7.36
2004-09-09,7.36,7.36,7.36,7.36
2004-09-10,7.34,7.34,7.34,7.34
2004-09-13,7.38,7.38,7.38,7.38
2004-09-14,7.38,7.38,7.38,7.38
2004-09-15,7.38,7.38,7.38,7.38
2004-09-16,7.34,7.34,7.34,7.34
2004-09-17,7.31,7.31,7.31,7.31
2004-09-20,7.31,7.31,7.31,7.31
2004-09-21,7.34,7.34,7.34,7.34
2004-09-22,7.31,7.31,7.31,7.31
2004-09-23,7.23,7.23,7.23,7.23
2004-09-24,7.25,7.25,7.25,7.25
2004-09-27,7.22,7.22,7.22,7.22
2004-09-28,7.27,7.27,7.27,7.27
2004-09-29,7.3,7.3,7.3,7.3
2004-09-30,7.01,7.01,7.01,7.01
2004-10-01,7.03,7.03,7.03,7.03
2004-10-04,7.04,7.04,7.04,7.04
2004-10-05,7.02,7.02,7.02,7.02
2004-10-06,7.03,7.03,7.03,7.03
2004-10-07,7.02,7.02,7.02,7.02
2004-10-08,7.05,7.05,7.05,7.05
2004-10-11,7.05,7.05,7.05,7.05
2004-10-12,7.03,7.03,7.03,7.03
2004-10-13,7.03,7.03,7.03,7.03
2004-10-14,7.01,7.01,7.01,7.01
2004-10-15,7,7,7,7
2004-10-18,6.96,6.96,6.96,6.96
2004-10-19,6.98,6.98,6.98,6.98
2004-10-20,6.99,6.99,6.99,6.99
2004-10-21,6.99,6.99,6.99,6.99
2004-10-22,6.99,6.99,6.99,6.99
2004-10-25,6.97,6.97,6.97,6.97
2004-10-26,7,7,7,7
2004-10-27,7,7,7,7
2004-10-28,6.9,6.9,6.9,6.9
2004-10-29,6.92,6.92,6.92,6.92
2004-11-02,6.94,6.94,6.94,6.94
2004-11-03,6.95,6.95,6.95,6.95
2004-11-04,6.95,6.95,6.95,6.95
2004-11-05,6.96,6.96,6.96,6.96
2004-11-08,6.95,6.95,6.95,6.95
2004-11-09,6.93,6.93,6.93,6.93
2004-11-10,6.88,6.88,6.88,6.88
2004-11-12,6.87,6.87,6.87,6.87
2004-11-15,6.86,6.86,6.86,6.86
2004-11-16,6.91,6.91,6.91,6.91
2004-11-17,6.91,6.91,6.91,6.91
2004-11-18,6.89,6.89,6.89,6.89
2004-11-19,6.9,6.9,6.9,6.9
2004-11-22,6.9,6.9,6.9,6.9
2004-11-23,6.9,6.9,6.9,6.9
2004-11-24,6.88,6.88,6.88,6.88
2004-11-25,6.85,6.85,6.85,6.85
2004-11-26,6.85,6.85,6.85,6.85
2004-11-29,6.85,6.85,6.85,6.85
2004-11-30,6.84,6.84,6.84,6.84
2004-12-01,6.82,6.82,6.82,6.82
2004-12-02,6.8,6.8,6.8,6.8
2004-12-03,6.79,6.79,6.79,6.79
2004-12-06,6.79,6.79,6.79,6.79
2004-12-07,6.77,6.77,6.77,6.77
2004-12-08,6.75,6.75,6.75,6.75
2004-12-09,6.72,6.72,6.72,6.72
2004-12-10,6.72,6.72,6.72,6.72
2004-12-13,6.73,6.73,6.73,6.73
2004-12-14,6.71,6.71,6.71,6.71
2004-12-15,6.71,6.71,6.71,6.71
2004-12-16,6.71,6.71,6.71,6.71
2004-12-17,6.7,6.7,6.7,6.7
2004-12-20,6.74,6.74,6.74,6.74
2004-12-21,6.74,6.74,6.74,6.74
2004-12-22,6.72,6.72,6.72,6.72
2004-12-23,6.7,6.7,6.7,6.7
2004-12-24,6.69,6.69,6.69,6.69
2004-12-27,6.68,6.68,6.68,6.68
2004-12-28,6.66,6.66,6.66,6.66
2004-12-29,6.62,6.62,6.62,6.62
2004-12-30,6.64,6.64,6.64,6.64
2004-12-31,6.61,6.61,6.61,6.61
2005-01-03,6.6,6.6,6.6,6.6
2005-01-04,6.6,6.6,6.6,6.6
2005-01-05,6.6,6.6,6.6,6.6
2005-01-06,6.61,6.61,6.61,6.61
2005-01-07,6.61,6.61,6.61,6.61
2005-01-10,6.62,6.62,6.62,6.62
2005-01-11,6.6,6.6,6.6,6.6
2005-01-12,6.6,6.6,6.6,6.6
2005-01-13,6.61,6.61,6.61,6.61
2005-01-14,6.63,6.63,6.63,6.63
2005-01-17,6.64,6.64,6.64,6.64
2005-01-18,6.62,6.62,6.62,6.62
2005-01-19,6.64,6.64,6.64,6.64
2005-01-20,6.62,6.62,6.62,6.62
2005-01-21,6.6,6.6,6.6,6.6
2005-01-24,6.6,6.6,6.6,6.6
2005-01-25,6.6,6.6,6.6,6.6
2005-01-26,6.6,6.6,6.6,6.6
2005-01-27,6.6,6.6,6.6,6.6
2005-01-28,6.6,6.6,6.6,6.6
2005-01-31,6.6,6.6,6.6,6.6
2005-02-01,6.6,6.6,6.6,6.6
2005-02-02,6.6,6.6,6.6,6.6
2005-02-03,6.59,6.59,6.59,6.59
2005-02-04,6.57,6.57,6.57,6.57
2005-02-07,6.55,6.55,6.55,6.55
2005-02-08,6.54,6.54,6.54,6.54
2005-02-09,6.51,6.51,6.51,6.51
2005-02-10,6.52,6.52,6.52,6.52
2005-02-11,6.5,6.5,6.5,6.5
2005-02-14,6.5,6.5,6.5,6.5
2005-02-15,6.5,6.5,6.5,6.5
2005-02-16,6.35,6.35,6.35,6.35
2005-02-17,6.35,6.35,6.35,6.35
2005-02-18,6.35,6.35,6.35,6.35
2005-02-21,6.35,6.35,6.35,6.35
2005-02-22,6.37,6.37,6.37,6.37
2005-02-23,6.36,6.36,6.36,6.36
2005-02-24,6.35,6.35,6.35,6.35
2005-02-25,6.29,6.29,6.29,6.29
2005-02-28,6.18,6.18,6.18,6.18
2005-03-01,6.1,6.1,6.1,6.1
2005-03-02,6.09,6.09,6.09,6.09
2005-03-03,6.09,6.09,6.09,6.09
2005-03-04,6.1,6.1,6.1,6.1
2005-03-07,6.11,6.11,6.11,6.11
2005-03-08,6.05,6.05,6.05,6.05
